"ligand_gene_symbol" "receptor_gene_symbol"
"1564" "Inhbb" "Acvr1c"
"1565" "Gdf3" "Acvr1c"
"1566" "Dll4" "Notch1"
"1567" "Adam10" "Notch1"
"1568" "Cntn6" "Notch1"
"1569" "Rbp3" "Notch1"
"1570" "Dll3" "Notch1"
"1571" "Psen1" "Notch1"
"1572" "Ccn3" "Notch1"
"1573" "Dlk2" "Notch1"
"1574" "Dlk1" "Notch1"
"1575" "Fgf2" "Notch1"
"1576" "Jag1" "Notch1"
"1577" "Jag2" "Notch1"
"1578" "Reln" "Notch1"
"1579" "Egfl7" "Notch1"
"1580" "Adam17" "Notch1"
"1581" "Mfap2" "Notch1"
"1582" "Mfap5" "Notch1"
"1583" "Wnt5a" "Notch1"
"1584" "Cd40lg" "Traf2"
"1585" "Tnfsf9" "Traf2"
"1586" "Tnc" "Itgb6"
"1587" "Dspp" "Itgb6"
"1588" "Adam17" "Itgb6"
"1589" "Thbs1" "Itgb6"
"1590" "Il1f8" "Il1f5"
"1591" "Adam10" "Itgav"
"1592" "Vwf" "Itgav"
"1593" "Angptl3" "Itgav"
"1594" "Cx3cl1" "Itgav"
"1595" "Hmgb1" "Itgav"
"1596" "Fbn1" "Itgav"
"1597" "Cxcl12" "Itgav"
"1598" "Icam1" "Itgav"
"1599" "Fgg" "Itgav"
"1600" "Adam15" "Itgav"
"1601" "Tnc" "Itgav"
"1602" "Fgf2" "Itgav"
"1603" "L1cam" "Itgav"
"1604" "Ccn1" "Itgav"
"1605" "Postn" "Itgav"
"1606" "Spp1" "Itgav"
"1607" "Vegfa" "Itgav"
"1608" "Igf1" "Itgav"
"1609" "Adam9" "Itgav"
"1610" "Dspp" "Itgav"
"1611" "Egfl7" "Itgav"
"1612" "Thbs1" "Itgav"
"1613" "Mfge8" "Itgav"
"1614" "Angpt2" "Itgav"
"1615" "Mmp2" "Itgav"
"1616" "Adam9" "Itga6"
"1617" "Adam17" "Itga6"
"1618" "Agrn" "Lrp4"
"1619" "Wnt7a" "Lrp4"
"1620" "Gas6" "Tyro3"
"1621" "a" "Atrn"
"1622" "Pf4" "Procr"
"1623" "Proc" "Procr"
"1624" "Nppb" "Npr1"
"1625" "Nppa" "Npr1"
"1626" "Vegfa" "Npr1"
"1627" "Adam10" "Il6ra"
"1628" "Cd14" "Tlr2"
"1629" "Hmgb1" "Tlr2"
"1630" "Ccn1" "Tlr2"
"1631" "Vcan" "Tlr2"
"1632" "Bgn" "Tlr2"
"1633" "Npy" "Npy2r"
"1634" "Bdnf" "Insrr"
"1635" "Ntf3" "Ntrk1"
"1636" "Bdnf" "Ntrk1"
"1637" "Ntf5" "Ntrk1"
"1638" "Ngf" "Ntrk1"
"1639" "Crp" "Fcgr1"
"1640" "Tfpi" "F3"
"1641" "F7" "F3"
"1642" "Adam10" "Tspan5"
"1643" "Tac1" "Tacr3"
"1644" "Tac2" "Tacr3"
"1645" "Gdf10" "Bmpr1b"
"1646" "Bmp6" "Bmpr1b"
"1647" "Gdf7" "Bmpr1b"
"1648" "Bmp4" "Bmpr1b"
"1649" "Gdf5" "Bmpr1b"
"1650" "Gdf6" "Bmpr1b"
"1651" "Bmp10" "Bmpr1b"
"1652" "Efna5" "Epha7"
"1653" "Efnb1" "Epha7"
"1654" "Apoe" "Abca1"
"1655" "Pltp" "Abca1"
"1656" "Apoa1" "Abca1"
"1657" "Nppb" "Npr2"
"1658" "Nppa" "Npr2"
"1659" "Wnt7a" "Reck"
"1660" "Lep" "Leprot"
"1661" "Grn" "Tnfrsf1b"
"1662" "Adam17" "Tnfrsf1b"
"1663" "Efna5" "Epha8"
"1664" "Ihh" "Ptch2"
"1665" "Tnfsf9" "Tnfrsf9"
"1666" "Cck" "Cckar"
"1667" "Fgf21" "Klb"
"1668" "Fgf15" "Klb"
"1669" "Gnrh1" "Gnrhr"
"1670" "Tgfb2" "Tgfbr3"
"1671" "Inhba" "Tgfbr3"
"1672" "Thbs1" "Scarb2"
"1673" "Bgn" "P2rx4"
"1674" "Mmp14" "Flt1"
"1675" "Vegfa" "Flt1"
"1676" "Trf" "Tfr2"
"1677" "Adam10" "Gpnmb"
"1678" "S100a10" "Trpv5"
"1679" "S100a10" "Trpv6"
"1680" "Tac1" "Tacr1"
"1681" "Tac2" "Tacr1"
"1682" "Vwf" "Gp9"
"1683" "Nrtn" "Ret"
"1684" "Artn" "Ret"
"1685" "Shank3" "Ret"
"1686" "Crp" "Olr1"
"1687" "Apoe" "Lrp6"
"1688" "Wnt8b" "Lrp6"
"1689" "Sostdc1" "Lrp6"
"1690" "Wnt4" "Lrp6"
"1691" "Apob" "Lrp6"
"1692" "Wnt5b" "Lrp6"
"1693" "Dkk4" "Lrp6"
"1694" "Tdgf1" "Lrp6"
"1695" "Pth" "Lrp6"
"1696" "Rspo3" "Lrp6"
"1697" "Wnt5a" "Lrp6"
"1698" "Guca2b" "Gucy2c"
"1699" "Grn" "Tnfrsf1a"
"1700" "Adam17" "Tnfrsf1a"
"1701" "Fadd" "Tnfrsf1a"
"1702" "Izumo1" "Cd9"
"1703" "Adam17" "Cd9"
"1704" "Adam3" "Cd9"
"1705" "Slurp1" "Chrna7"
"1706" "Sema6d" "Tyrobp"
"1707" "Clec4g" "Tyrobp"
"1708" "Tnfsf9" "Tmem126a"
"1709" "Fgf2" "Lyve1"
"1710" "Cck" "Cckbr"
"1711" "Fgf2" "Gpc4"
"1712" "Col18a1" "Gpc4"
"1713" "Lgals3" "Il13ra2"
"1714" "Il15" "Il2rg"
"1715" "Il7" "Il2rg"
"1716" "Tac1" "Grpr"
"1717" "Grp" "Grpr"
"1718" "Avp" "Avpr2"
"1719" "Amelx" "Lamp1"
"1720" "Wnt7b" "Adgra2"
"1721" "Cd14" "Tlr3"
"1722" "Afdn" "Nectin1"
"1723" "Psen1" "Nectin1"
"1724" "Ntn1" "Mcam"
"1725" "C1qtnf5" "Mfrp"
"1726" "Pcsk9" "Ldlr"
"1727" "Apoe" "Ldlr"
"1728" "Apob" "Ldlr"
"1729" "Lipc" "Ldlr"
"1730" "Slpi" "Plscr4"
"1731" "Prnd" "Rpsa"
"1732" "Ptma" "Vipr1"
"1733" "Adcyap1" "Vipr1"
"1734" "Efnb1" "Ephb1"
"1735" "Mst1" "Mst1r"
"1736" "Adam10" "Tspan14"
"1737" "Rspo2" "Lgr6"
"1738" "Rspo3" "Lgr6"
"1739" "Rspo4" "Lgr6"
"1740" "Gdf10" "Bmpr1a"
"1741" "Bmp6" "Bmpr1a"
"1742" "Bmp8a" "Bmpr1a"
"1743" "Gdf7" "Bmpr1a"
"1744" "Bmp4" "Bmpr1a"
"1745" "Gdf6" "Bmpr1a"
"1746" "Amh" "Bmpr1a"
"1747" "Cxcl12" "Cmklr1"
"1748" "Lep" "Lepr"
"1749" "Ntf3" "Ntrk3"
"1750" "Bdnf" "Ntrk3"
"1751" "Ngf" "Ntrk3"
"1752" "Ccl1" "Ccr8"
"1753" "Flt3l" "Flt3"
"1754" "Ccl5" "Ccr3"
"1755" "Ccl26" "Ccr3"
"1756" "Cxcl9" "Ccr3"
"1757" "Ccl28" "Ccr3"
"1758" "Rspo3" "Fzd8"
"1759" "Wnt5a" "Fzd8"
"1760" "Bdnf" "Sorcs2"
"1761" "Ngf" "Sorcs2"
"1762" "Adam10" "Tspan10"
"1763" "Icam1" "Muc1"
"1764" "Il22" "Il22ra2"
"1765" "Gpc3" "Cd81"
"1766" "Adam10" "Lrp1"
"1767" "Vwf" "Lrp1"
"1768" "Ctsd" "Lrp1"
"1769" "Pcsk9" "Lrp1"
"1770" "Apoe" "Lrp1"
"1771" "Hsp90aa1" "Lrp1"
"1772" "Hspa1b" "Lrp1"
"1773" "Thbs1" "Lrp1"
"1774" "Psap" "Lrp1"
"1775" "Cxcl12" "Dpp4"
"1776" "Cxcl9" "Dpp4"
"1777" "Gip" "Dpp4"
"1778" "Cxcl10" "Dpp4"
"1779" "Gcg" "Dpp4"
"1780" "Adcyap1" "Dpp4"
"1781" "Spp1" "Itga9"
"1782" "Adam12" "Itga9"
"1783" "Tnc" "Itga9"
"1784" "Nms" "Nmur2"
"1785" "Cxcl2" "Ackr1"
"1786" "Bsg" "Slc16a1"
"1787" "Cd14" "Tlr4"
"1788" "Hmgb1" "Tlr4"
"1789" "Fga" "Tlr4"
"1790" "Tnc" "Tlr4"
"1791" "Cxcl10" "Tlr4"
"1792" "Sftpd" "Tlr4"
"1793" "S100a9" "Tlr4"
"1794" "S100a1" "Tlr4"
"1795" "S100a8" "Tlr4"
"1796" "Retn" "Tlr4"
"1797" "Npb" "Npbwr1"
"1798" "Npw" "Npbwr1"
"1799" "Bmp4" "Hjv"
"1800" "Bmp6" "Hjv"
"1801" "Uts2b" "Uts2r"
"1802" "Adam10" "Tspan15"
"1803" "Vegfa" "Gpc1"
"1804" "Ihh" "Gpc1"
"1805" "Col18a1" "Gpc1"
"1806" "Rspo2" "Lgr4"
"1807" "Rspo3" "Lgr4"
"1808" "Adcyap1" "Ramp3"
"1809" "Adm2" "Ramp3"
"1810" "Pon2" "Htr2a"
"1811" "Tnfsf12" "Tnfrsf25"
"1812" "Tnfsf15" "Tnfrsf25"
"1813" "Cd14" "C3ar1"
"1814" "Wnt5a" "Ror1"
"1815" "Vwf" "Stab2"
"1816" "Calm1" "Trpc5"
"1817" "Hsp90aa1" "Cftr"
"1818" "Fyn" "Spn"
"1819" "Icam1" "Spn"
"1820" "Bsg" "Spn"
"1821" "Lcn2" "Slc22a17"
"1822" "Wnt7b" "Fzd4"
"1823" "Wnt5a" "Fzd4"
"1824" "Cxcl12" "Oprd1"
"1825" "Gnai2" "Oprd1"
"1826" "Ccl27a" "Ackr2"
"1827" "Ccl21a" "Ackr2"
"1828" "Ccl28" "Ackr2"
"1829" "Efna5" "Epha10"
"1830" "Uts2b" "Sstr5"
"1831" "Sema4c" "Plxnb2"
"1832" "Vwf" "Gp5"
"1833" "Psap" "Gpr37"
"1834" "Ccl20" "Cxcr3"
"1835" "Ccl19" "Cxcr3"
"1836" "Ccl21c" "Cxcr3"
"1837" "Ccl21d" "Cxcr3"
"1838" "Cxcl9" "Cxcr3"
"1839" "Ccl21b" "Cxcr3"
"1840" "Ccl21a" "Cxcr3"
"1841" "Pdcd1lg2" "Pdcd2"
"1842" "Liph" "Lpar1"
"1843" "Gnai2" "Mtnr1b"
"1844" "Rtn4" "S1pr2"
"1845" "Hmgb1" "Cxcr4"
"1846" "Cxcl12" "Cxcr4"
"1847" "Wnt5a" "Fzd9"
"1848" "Apela" "Aplnr"
"1849" "Cd200" "Cd200r1"
"1850" "Lama2" "Itga2"
"1851" "Vwf" "Itga2"
"1852" "Tnc" "Itga2"
"1853" "Col4a3" "Itga2"
"1854" "Col8a1" "Itga2"
"1855" "Adam10" "Erbb2"
"1856" "Btc" "Erbb2"
"1857" "L1cam" "Erbb2"
"1858" "Nrg1" "Erbb2"
"1859" "Gnai2" "Cnr1"
"1860" "Nps" "Npsr1"
"1861" "Prok1" "Prokr2"
"1862" "Vwf" "Gp1ba"
"1863" "Apoe" "Sorl1"
"1864" "Wnt7b" "Fzd1"
"1865" "Wnt5a" "Fzd1"
"1866" "Insl5" "Rxfp4"
"1867" "Prok1" "Prokr1"
"1868" "Rtn4" "Lingo1"
"1869" "Omg" "Lingo1"
"1870" "Vwf" "Gp1bb"
"1871" "Efna5" "Epha5"
"1872" "Hmgb1" "Tlr1"
"1873" "Ghrl" "Ghsr"
"1874" "Gcg" "Glp2r"
"1875" "Adam12" "Tgfbr2"
"1876" "Ccl27b" "Ccr10"
"1877" "Ccl27a" "Ccr10"
"1878" "Ccl28" "Ccr10"
"1879" "Rtn3" "Rtn4r"
"1880" "Omg" "Rtn4r"
"1881" "Rtn4" "Rtn4r"
"1882" "Prlh" "Prlhr"
"1883" "Calm1" "Kcnq3"
"1884" "Prl8a2" "Pgr"
"1885" "Ntn1" "Neo1"
"1886" "Rgmb" "Neo1"
"1887" "Rgma" "Neo1"
"1888" "Cxcl12" "Gpr17"
"1889" "Adcyap1" "Adcyap1r1"
"1890" "Ccl26" "Cx3cr1"
"1891" "Hspg2" "Ptprs"
"1892" "Bsg" "Slc16a7"
"1893" "Efna5" "Epha3"
"1894" "Efna5" "Epha6"
"1895" "Nppb" "Npr3"
"1896" "Nppa" "Npr3"
"1897" "Ostn" "Npr3"
"1898" "Bmp4" "Acvr2a"
"1899" "Lefty2" "Acvr2a"
"1900" "Cthrc1" "Fzd5"
"1901" "Hmgb1" "Itgam"
"1902" "Icam1" "Itgam"
"1903" "Cfh" "Itgam"
"1904" "Hp" "Itgam"
"1905" "Cxcl12" "Ackr3"
"1906" "Col18a1" "Itgb5"
"1907" "Spp1" "Itgb5"
"1908" "Adam9" "Itgb5"
"1909" "Gh" "Ghr"
"1910" "Cxcl12" "Agtr1a"
"1911" "Efna5" "Epha1"
"1912" "Afdn" "Nectin2"
"1913" "Ccl19" "Ackr4"
"1914" "Ntn1" "Unc5b"
"1915" "Col8a1" "Itga1"
"1916" "Ngf" "Sorcs3"
"1917" "Ihh" "Hhip"
"1918" "Vwf" "Tnfrsf11b"
"1919" "Dll4" "Notch2"
"1920" "Dll3" "Notch2"
"1921" "Psen1" "Notch2"
"1922" "Dlk1" "Notch2"
"1923" "Egfl7" "Notch2"
"1924" "Ntf3" "Ntrk2"
"1925" "Apoe" "Lrp2"
"1926" "Selenop" "Lrp2"
"1927" "Tcn2" "Lrp2"
"1928" "Cubn" "Lrp2"
"1929" "Nrg3" "Erbb3"
"1930" "Nrg2" "Erbb3"
"1931" "L1cam" "Erbb3"
"1932" "Fgf3" "Fgfr1"
"1933" "Fgf11" "Fgfr1"
"1934" "Ncam1" "Fgfr1"
"1935" "Fgf14" "Fgfr1"
"1936" "Fgf12" "Fgfr1"
"1937" "Colq" "Musk"
"1938" "Agrn" "Musk"
"1939" "Wnt11" "Musk"
"1940" "Calm1" "Scn10a"
"1941" "Hmgb1" "Tlr9"
"1942" "Apoe" "Scarb1"
"1943" "Ptn" "Alk"
"1944" "Alkal1" "Alk"
"1945" "Gdf2" "Alk"
"1946" "Bmp6" "Bmpr2"
"1947" "Gdf2" "Bmpr2"
"1948" "Dll4" "Notch3"
"1949" "Dll3" "Notch3"
"1950" "Psen1" "Notch3"
"1951" "Dlk1" "Notch3"
"1952" "Egfl7" "Notch3"
"1953" "Thbs2" "Notch3"
"1954" "Fgf3" "Fgfr3"
"1955" "Fgf11" "Fgfr3"
"1956" "Fgf14" "Fgfr3"
"1957" "Hsp90aa1" "Fgfr3"
"1958" "Fgf12" "Fgfr3"
"1959" "Col4a6" "Itgb1"
"1960" "Col4a5" "Itgb1"
"1961" "Fga" "Itgb1"
"1962" "Jam2" "Itgb1"
"1963" "Tnc" "Itgb1"
"1964" "Hspg2" "Itgb1"
"1965" "Col4a3" "Itgb1"
"1966" "L1cam" "Itgb1"
"1967" "Spp1" "Itgb1"
"1968" "Lama2" "Itgb1"
"1969" "Reln" "Itgb1"
"1970" "Lgals3" "Itgb1"
"1971" "Ptn" "Ptprz1"
"1972" "Vegfa" "Ptprz1"
"1973" "Gdf10" "Acvr1"
"1974" "Bmp6" "Acvr1"
"1975" "Gdf2" "Acvr1"
"1976" "Igf2" "Insr"
"1977" "Ptn" "Ptprb"
"1978" "Vegfa" "Ptprb"
"1979" "Gip" "Gipr"
"1980" "Il1rn" "Il1rl2"
"1981" "Ccl20" "Ccr6"
"1982" "Il19" "Il20rb"
"1983" "Il24" "Il20rb"
"1984" "Tnc" "Itga7"
"1985" "Col4a6" "Cd93"
"1986" "Gng13" "Kcnj6"
"1987" "Gng2" "Kcnj6"
"1988" "Gng12" "Kcnj6"
"1989" "Gnb4" "Kcnj6"
"1990" "Camp" "P2rx7"
"1991" "Vwf" "Itga2b"
"1992" "Fga" "Itga2b"
"1993" "Reln" "Itga2b"
"1994" "Rtn4" "Cntnap1"
"1995" "Ccl19" "Ccr7"
"1996" "Ccl21c" "Ccr7"
"1997" "Ccl21b" "Ccr7"
"1998" "Sftpa1" "Sirpa"
"1999" "Omg" "Rtn4rl1"
"2000" "Ngf" "Trpv1"
"2001" "Il24" "Il22ra1"
"2002" "Ngf" "Sort1"
"2003" "Vwf" "Itga4"
"2004" "Jam2" "Itga4"
"2005" "Spp1" "Itga4"
"2006" "Thpo" "Mpl"
"2007" "Cd200" "Cd200r2"
"2008" "Icosl" "Icos"
"2009" "Agrn" "Atp1a3"
"2010" "Slit2" "Robo4"
"2011" "Cntf" "Cntfr"
"2012" "Hspg2" "Col13a1"
"2013" "Calm1" "Oprm1"
"2014" "Ntn1" "Unc5c"
"2015" "Lgals3" "Itgb4"
"2016" "Apoe" "Lrp8"
"2017" "Selenop" "Lrp8"
"2018" "Reln" "Lrp8"
"2019" "Tctn1" "Tmem67"
"2020" "Nxph1" "Nrxn2"
"2021" "Vegfa" "Kdr"
"2022" "Vegfa" "Nrp2"
"2023" "Wnt11" "Fzd7"
"2024" "Slit2" "Robo3"
"2025" "Sema6b" "Plxna4"
"2026" "Slit2" "Robo2"
"2027" "Ihh" "Cdon"
"2028" "Nrg3" "Erbb4"
"2029" "Nrg4" "Erbb4"
"2030" "Adamts3" "Ccbe1"
"2031" "Bmp6" "Acvr2b"
"2032" "Pdgfd" "Pdgfra"
"2033" "Apoe" "Vldlr"
